classify,name,comment,star,price,address,quality,environment,service
购物,PASSTYLE(合生汇店),3,准四星商户,无,翔殷路1099号合生汇1层,7.2,7.1,7.2
购物,ACE(百联又一城购物中心店),59,准四星商户,4221,淞沪路8号百联又一城购物中心4层,7.2,7.1,7.2
购物,圣晶天然水晶(五角场万达店),2,准四星商户,无,淞沪路77号万达广场B1层108号,7.2,7.1,7.2
购物,Kipling 五角场万达(万达广场五角场店),9,准四星商户,无,淞沪路77号万达广场B1层,8.4,8.4,8.4
购物,花音集(五角场万达广场店),10,准四星商户,无,淞沪路77号万达广场A区B1层,8.4,8.4,8.4
购物,贺曼婴童服装(五角场宝大祥店),31,四星商户,385,国宾路58号宝大祥青少年儿童购物中心1楼,6.8,6.7,6.0
购物,TommyHilfiger(百联又一城店),22,三星商户,无,淞沪路8号百联又一城1层,8.4,8.4,8.4
购物,vivo体验店(五角场万达旗舰店),5,准四星商户,无,淞沪路77号万达广场,8.4,8.4,8.4
购物,谢瑞麟(百联又一城购物中心店),9,四星商户,无,淞沪路8号百联又一城购物中心1层,6.8,6.7,6.0
购物,全而廉水果 pure fruity(合生汇店),62,准四星商户,22,黄兴路2228号合生汇B2-09号,8.4,8.4,8.4
购物,FREDPERRY(合生汇店),6,三星商户,无,翔殷路1099号合生汇1层,8.4,8.4,8.4
购物,欧舒丹(百联又一城店),3,准四星商户,无,淞沪路8号百联又一城购物中心一楼,6.8,6.7,6.0
购物,曼妮芬(巴黎春天店),1,准四星商户,无,淞沪路1号巴黎春天4层,8.4,8.4,8.4
购物,izzue(百联又一城购物中心店),17,准四星商户,无,淞沪路8号,8.4,8.4,8.4
购物,BASTO(五角场巴黎春天店),45,五星商户,820,淞沪路1号五角场巴黎春天1楼,6.8,6.7,6.0
购物,膳魔师(五角场店),13,三星商户,无,政通路189号特力时尚汇3楼,8.4,8.4,8.4
购物,PRICH(五角场万达店),9,准四星商户,无,淞沪路77号万达广场B1层,6.8,6.7,6.0
购物,suunto颂拓(合生汇店),7,准四星商户,无,翔殷路1099号合生汇1层,6.8,6.7,6.0
购物,欧缇丽,19,准四星商户,无,淞沪路8号百联又一城商厦新世纪百货1楼,8.4,8.4,8.4
购物,SK-II(巴黎春天五角场店),16,准四星商户,无,淞沪路1号巴黎春天1层,6.8,6.7,6.0
购物,始祖鸟,11,准四星商户,无,五角场翔殷路1099号合生汇1楼,6.8,6.7,6.0
购物,上海烟草集团名烟名酒店(四平路店),2,三星商户,无,四平路2539号,8.4,8.4,8.4
购物,三夫户外用品(五角场店),63,准四星商户,900,邯郸路391号,6.8,6.7,6.0
购物,SKECHERS(巴黎春天店),15,准四星商户,无,淞沪路1号巴黎春天6层,6.8,6.7,6.0
购物,老凤祥(东方商厦杨浦店),106,准四星商户,4065,四平路2500号东方商厦1层,8.4,8.4,8.4
购物,Dr.Kong江博士健康鞋(合生店),4,四星商户,无,翔殷路1099号3楼20B号,6.8,6.7,6.0
购物,giordano ladies(合生国际店),1,准四星商户,无,翔殷路1099号合生国际2楼28号,6.8,6.7,6.0
购物,Jurlique(巴黎春天五角场店),10,准四星商户,无,淞沪路1号巴黎春天B1层,8.4,8.4,8.4
购物,rog玩家国度(合生汇店),5,四星商户,无,翔殷路1099号合生汇4层,6.8,6.7,6.0
购物,全家衣仓(五角场店),5,准四星商户,无,四平路2500号金岛大厦1401室,7.4,7.1,7.7
购物,OSIM(百联又一城店),2,三星商户,无,淞沪路8号百联又一城5层,8.4,8.4,8.4
购物,Reebok(合生汇店),3,准四星商户,无,翔殷路1099号合生汇B1层,6.8,6.7,6.0
购物,卡文(巴黎春天店),3,准四星商户,无,淞沪路1号巴黎春天1层,7.4,7.1,7.7
购物,C.BANNER千百度(百联又一城店),26,准四星商户,495,淞沪路8号百联又一城购物中心内,7.4,7.1,7.7
购物,veromoda(合生汇店),1,准四星商户,无,翔殷路1099号合生汇2层,7.4,7.1,7.7
购物,JOY&MARIO,4,准四星商户,无,百联又一城5楼,7.4,7.1,7.7
购物,OLAY(百联又一城店),23,准四星商户,185,淞沪路8号百联又一城购物中心B1楼,7.4,7.1,7.7
购物,SATMODE(合生综店),1,准四星商户,无,翔殷路1099号,7.4,7.1,7.7
购物,谢瑞麟(巴黎春天店),4,四星商户,无,淞沪路1号巴黎春天1层,7.7,7.7,7.5
购物,SHINE(巴黎春天五角场店),1,准四星商户,无,淞沪路1号巴黎春天B1层,7.4,7.1,7.7
购物,Roem(扬族百货店),36,准四星商户,1045,淞沪路8号百联又一城扬族百货3层,7.7,7.7,7.5
购物,爱美丽(巴黎春天五角场店),10,准四星商户,无,淞沪路1号巴黎春天4层,7.4,7.1,7.7
购物,newbalance(合生汇店),9,三星商户,无,翔殷路1099号合生汇B1层11,7.7,7.7,7.5
购物,膳魔师(东方商厦店),1,三星商户,无,四平路2500号东方商厦B1层,7.4,7.1,7.7
购物,巴黎三城(特力时尚汇店),60,准四星商户,836,邯郸路600号万达商业广场特力时尚汇2层,7.7,7.7,7.5
购物,天农改衣,1,准四星商户,无,淞沪路1号巴黎春天F7,7.4,7.1,7.7
购物,全家便利店(国定路三店),32,准四星商户,21,国定路260号,7.7,7.7,7.5
购物,L'OREAL(东方商厦店),无,准四星商户,无,四平路2500号东方商厦1层,7.4,7.1,7.7
购物,SCOFIELD(巴黎春天五角场店),1,三星商户,无,淞沪路1号巴黎春天5层,7.7,7.7,7.5
购物,weekend(合生汇店),无,准四星商户,无,翔殷路1099号合生汇1层,7.4,7.1,7.7
购物,H:CONNECT(扬族百货店),7,三星商户,无,淞沪路8号扬族百货2层,7.7,7.7,7.5
购物,三个国王,1,准四星商户,无,邯郸路600号第一食品商店,7.4,7.1,7.7
购物,佰草集(合生汇店),19,准四星商户,无,翔殷路1099号合生汇B1层,7.7,7.7,7.5
购物,LaChapelle(东方商厦店),7,准四星商户,无,四平路2500号东方商厦2层,7.7,7.7,7.5
购物,eifini(合生汇店),8,准四星商户,无,黄兴路2228号,7.7,7.9,7.0
购物,L'amavo乐睦唯奢侈品概念店(百联又一城购物中心店),14,准四星商户,无,淞沪路8号百联又一城购物中心1层,7.1,6.8,6.8
购物,JanSport(巴黎春天店),7,准四星商户,无,淞沪路1号巴黎春天6层,7.7,7.7,7.5
购物,美度(巴黎春天店),6,准四星商户,1914,淞沪路1号巴黎春天1层,7.1,6.8,6.8
购物,ONLY(合生汇店),12,准四星商户,无,翔殷路1099号合生汇3层,7.7,7.9,7.0
购物,Zippo(百联又一城店),3,三星商户,无,淞沪路8号百联又一城4层,7.7,7.7,7.5
购物,chaps(百联又一城店),2,准四星商户,无,淞沪路8号百联又一城1层,7.1,6.8,6.8
购物,lookoptical(巴黎春天五角场店),12,准四星商户,692,淞沪路1号巴黎春天B1层,7.7,7.9,7.0
购物,VENTI(巴黎春天五角场店),2,四星商户,无,淞沪路1号巴黎春天3层,7.7,7.7,7.5
购物,vivo,2,准四星商户,无,邯郸路585号苏宁电器1楼,7.1,6.8,6.8
购物,b+ab(合生汇店),15,准四星商户,无,黄兴路2228号上海合生国际广场地下一层B1-06-07-08号房屋,7.7,7.9,7.0
购物,BanilaCo(合生汇店),5,准四星商户,无,翔殷路1099号合生汇B1层,7.7,7.7,7.5
购物,爱森优选(国定路店),4,准四星商户,无,国定路127号,7.1,6.8,6.8
购物,Lily商务时装(巴黎春天五角场店),2,准四星商户,无,淞沪路1号巴黎春天3层,7.7,7.9,7.0
购物,ONLY(巴黎春天五角场店),188,三星商户,548,淞沪路1号巴黎春天B1层,7.7,7.7,7.5
购物,uscen,4,准四星商户,无,淞沪路77号万达广场B1层,7.1,6.8,6.8
购物,Super Heroes(万达广场五角场店),78,准四星商户,200,淞沪路77号万达广场B1层,7.7,7.9,7.0
购物,MAJESTIC LEGON,3,准四星商户,无,黄兴路2228号上海合生国际广场三层40B,7.7,7.9,7.0
购物,Justcavalli(合生汇店),2,准四星商户,无,翔殷路1099号合生汇1层,7.1,6.8,6.8
购物,Etam(特力时尚汇店),74,准四星商户,384,政通路189号1楼上海特力时尚汇,7.7,7.9,7.0
购物,NIKE KIDS(百联又一城购物中心店),13,三星商户,无,淞沪路8号百联又一城购物中心5层,7.7,7.9,7.0
购物,格兰玛弗兰(合生汇店),4,准四星商户,无,翔殷路1099号合生汇B1层50B,7.1,6.8,6.8
购物,new balance(万达广场五角场店),21,准四星商户,717,淞沪路77号万达广场B1层,7.7,7.9,7.0
购物,Timberland(百联又一城购物中心店),9,准四星商户,无,淞沪路8号百联又一城购物中心5层,7.7,7.9,7.0
购物,coincide(东方商厦店),1,准四星商户,无,四平路2500号东方商厦2层,7.1,6.8,6.8
购物,vs假发(合生汇店),3,四星商户,无,五角场翔殷路1099号合生汇二楼02,7.7,7.9,7.0
购物,SLY(合生汇店),2,准四星商户,无,翔殷路1099号合生汇,7.7,7.9,7.0
购物,逸红颜(扬族百货店),1,准四星商户,无,淞沪路8号扬族百货3层,7.1,6.8,6.8
购物,Lus Studio 韩国女装,35,准五星商户,无,国宾路18号万达A座对面,7.7,7.9,7.0
购物,宝罗莉卡(百联又一城店),6,准四星商户,无,淞沪路8号百联又一城2层,7.1,6.8,6.8
购物,a02(特力时尚汇店),40,准四星商户,1094,邯郸路600号特力时尚汇1层,7.0,7.0,7.0
购物,斯科菲尔德(百联又一城购物中心店),27,准四星商户,2083,淞沪路8号百联又一城购物中心1层,7.1,6.8,6.8
购物,迪桑娜(合生汇店),3,准四星商户,无,翔殷路1099号合生汇2层,7.0,7.0,7.0
购物,艾丽斯花坊(邯郸路店),7,准四星商户,无,淞沪路77号万达广场A区1层,7.1,6.8,6.8
购物,Triumph(巴黎春天五角场店),68,准四星商户,794,淞沪路1号巴黎春天4层,7.0,7.0,7.0
购物,爱德兰丝(百联又一城店),1,准四星商户,无,淞沪路8号百联又一城6层,7.1,6.8,6.8
购物,Honeys(扬族百货店),1,三星商户,无,淞沪路8号扬族百货3层,7.0,7.0,7.0
购物,喜眠,18,准四星商户,无,国宾路58号宝大祥1楼,7.0,7.0,7.0
购物,NATURE REPUBLIC自然乐园(万达广场五角场店),21,准四星商户,288,淞沪路77号万达广场B1层,7.0,7.0,7.0
购物,POLOSPORT(特力时尚汇店),3,准四星商户,无,邯郸路600号特力时尚汇2层,7.0,7.0,7.0
购物,新世纪食品城(百联又一城店),245,四星商户,134,淞沪路8号百联又一城B1楼,7.0,7.0,7.0
购物,海烟,无,三星商户,无,淞沪路111号黄金珠宝城1楼,7.0,7.0,7.0
购物,BURANDO ENO(合生汇店),6,准四星商户,无,翔殷路1099号合生汇B1,7.0,7.0,7.0
购物,戴尔电脑上海体验中心,3,三星商户,无,邯郸路365号颐高数码广场1楼A108,7.0,7.0,7.0
购物,STELLA LUNA(巴黎春天五角场店),12,准四星商户,无,淞沪路1号巴黎春天1层,7.0,7.0,7.0
购物,G-Star Raw,无,准四星商户,无,淞沪路77号B1109,7.0,7.0,7.0
购物,米喜迪(巴黎春天五角场店),2,准四星商户,无,淞沪路1号巴黎春天B1层,7.3,7.3,7.3
购物,华钟袜子(巴黎春天五角场店),无,准四星商户,无,淞沪路1号巴黎春天4层,7.0,7.0,7.0
购物,茜施尔(杨浦店),8,准四星商户,无,五角场国济路20号环东服饰2楼2113室,7.3,7.3,7.3
购物,ABLEJEANS(巴黎春天店),11,三星商户,无,淞沪路1号巴黎春天6层,7.3,7.3,7.3
购物,蹀愫(巴黎春天店),3,准四星商户,无,淞沪路1号巴黎春天1层,7.3,7.3,7.3
购物,HIPANDBONE(合生汇店),1,准四星商户,无,翔殷路1099号合生汇1层,7.2,7.2,7.2
购物,LEE COOPER(五角场店),无,三星商户,无,淞沪路1号巴黎春天6F,7.3,7.3,7.3
购物,亨达利钟表(万达店),13,准四星商户,无,淞沪路77号万达广场1层,7.3,7.3,7.3
购物,SATURDAYMODE(合生汇店),1,准四星商户,无,翔殷路1099号合生汇2层,7.2,7.2,7.2
购物,悠品鲜果,4,准四星商户,12,邯郸路399号,7.3,7.3,7.3
购物,快乐屋(百联又一城购物中心店),2,准四星商户,无,淞沪路8号百联又一城购物中心5层,7.2,7.2,7.2
购物,曼古银(百联又一城购物中心店),12,准四星商户,无,淞沪路8号百联又一城购物中心1层,7.2,7.2,7.2
购物,万达商业广场都市菜园柜台,2,准四星商户,无,邯郸路600号万达商业广场2楼第一食品光明专区都市菜园柜台,7.3,7.3,7.3
购物,美宝莲纽约(巴黎春天店),43,准四星商户,123,大华一路与真华路交口巴黎春天1层,7.2,7.2,7.2
购物,APPLESHOP(百联又一城店),3,准四星商户,无,淞沪路8号百联又一城5层,7.2,7.2,7.2
购物,Discovery(巴黎春天五角场店),无,三星商户,无,淞沪路1号巴黎春天7层,7.3,7.3,7.3
购物,MON FRI 同道大叔(巴黎春天五角场店),3,准四星商户,无,淞沪路1号巴黎春天B1层,7.2,7.2,7.2
购物,ecco(东方商厦杨浦店),3,准四星商户,无,四平路2500号东方商厦4层,7.2,7.2,7.2
购物,franz(东方商厦杨浦店),2,准四星商户,无,四平路2500号东方商厦1层,7.3,7.3,7.3
购物,Lily商务时装(东方商厦杨浦店),9,准四星商户,无,四平路2500号东方商厦2楼,7.2,7.2,7.2
购物,C31ROTC(百联又一城店),1,准四星商户,无,淞沪路8号百联又一城4层4F-8,7.2,7.2,7.2
购物,HAMILTON(五角场东方商厦店),2,三星商户,无,四平路2500号东方商厦1楼,7.3,7.3,7.3
购物,JOY&MARIO(特力时尚汇店),1,准四星商户,无,邯郸路600号万达商业广场特力时尚汇1层,7.2,7.2,7.2
购物,轩尼诗(东方商厦杨浦店),1,准四星商户,无,四平路2500号东方商厦1层,7.2,7.2,7.2
购物,Reebok(扬族百货店),7,三星商户,无,淞沪路8号百联又一城扬族百货5层,7.3,7.3,7.3
购物,OMEGA(东方商厦店),6,三星商户,无,四平路2500号东方商厦1层,7.2,7.2,7.2
购物,塔思琦,1,准四星商户,无,淞沪路8号百联又一城购物中心1层,7.2,7.2,7.2
购物,Ao2(百联又一城店),9,准四星商户,无,政通路189号特力时尚汇L1,7.3,7.3,7.3
购物,蔓楼兰(百联又一城购物中心店),12,准四星商户,3845,淞沪路8号百联又一城购物中心2层,7.2,7.2,7.2
购物,酷乐潮玩,无,准四星商户,无,万达广场B1,7.2,7.2,7.2
购物,衣架(五角场巴黎春天店),2,准四星商户,无,淞沪路1号巴黎春天F3,7.3,7.3,7.3
购物,松下(东方商厦店),2,准四星商户,无,四平路2500号东方商厦B1层,7.2,7.2,7.2
购物,伊伴(巴黎春天五角场店),8,准四星商户,无,淞沪路1号巴黎春天1层,7.2,7.2,7.2
购物,TKFSPASSO(合生汇店),8,准四星商户,无,翔殷路1099号合生汇B1层,7.2,7.2,7.2
购物,JACK&JONES(扬族百货店),89,准四星商户,735,淞沪路8号百联又一城扬族百货4层,7.2,7.2,7.2
购物,时尚小熊,1,准四星商户,无,五角场淞沪路,7.2,7.2,7.2
购物,Orange Design,1,准四星商户,无,邯郸路399号红街内,7.2,7.2,7.2
购物,甲乙丙丁,12,准四星商户,291,国定路华氏大药房旁,7.2,7.2,7.2
购物,PUKKA(东方商厦店),4,准四星商户,无,四平路2500号东方商厦3层,7.2,7.2,7.2
购物,Miji(东方商厦店),1,准四星商户,无,四平路2500号东方商厦B1层,7.2,7.2,7.2
购物,TATA(杨浦东方商厦店),10,准四星商户,无,四平路2500号东方商厦B1楼,7.2,7.2,7.2
购物,蓝棠(东方商厦杨浦店),1,准四星商户,无,四平路2500号东方商厦B1层,7.2,7.2,7.2
购物,LAMPO蓝豹(百联又一城购物中心店),12,三星商户,无,淞沪路8号百联又一城购物中心4层,7.2,7.2,7.2
购物,MINGR明牌珠宝(巴黎春天店),1,准四星商户,无,淞沪路1号巴黎春天1层,7.2,7.2,7.2
购物,blugirl(合生汇店),无,准四星商户,无,翔殷路1099号合生汇1层,7.2,7.2,7.2
购物,崇明农庄果行(邯郸店),4,准四星商户,无,邯郸路399号,7.2,7.2,7.2
购物,ete!(合生国际店),无,准四星商户,无,黄兴路2228号上海合生国际广场地下一层B1-06-07-08号房屋,7.2,7.2,7.2
购物,UGIZ(巴黎春天店),1,准四星商户,无,淞沪路1号巴黎春天4层,7.2,7.2,7.2
购物,caroline(巴黎春天店),2,准四星商户,无,淞沪路1号巴黎春天2层,7.2,7.2,7.2
购物,Bata(杨浦东方商厦店),1,准四星商户,无,四平路2500号杨浦东方商厦B1楼,7.2,7.2,7.2
购物,食家物语(又一城店),12,准四星商户,无,淞沪路8号百联又一城购物中心B1楼,7.2,7.2,7.2
购物,GIORDANO佐丹奴(扬族百货店),6,准四星商户,无,淞沪路8号扬族百货4层,7.2,7.2,7.2
购物,jackjones男装店(合生汇店),无,准四星商户,无,翔殷路1099号合生汇4层,7.2,7.2,7.2
购物,Paul Frank(五角场巴黎春天店),12,准四星商户,无,淞沪路1号巴黎春天B1层,7.2,7.2,7.2
购物,AUPRES(东方商厦店),3,准四星商户,无,四平路2500号东方商厦1层,7.0,6.9,6.8
购物,GALADAY(五角场巴春店),4,准四星商户,无,邯郸路600号万达商业广场巴黎春天1楼,7.5,7.1,7.1
购物,象印(东方商厦杨浦店),无,准四星商户,无,四平路2500号东方商厦B1层,7.2,7.2,7.2
购物,ZIOZIA(扬族百货店),2,准四星商户,无,淞沪路8号扬族百货4层,7.0,6.9,6.8
购物,七匹狼(大西洋百货内店),无,准四星商户,无,翔殷路1128号沪东金融大厦5楼,7.5,7.1,7.1
购物,环东服饰礼品市场,78,准四星商户,128,国济路20号环东市场内,7.2,7.2,7.2
购物,季候风(巴黎春天五角场店),7,准四星商户,无,淞沪路1号巴黎春天3层,7.0,6.9,6.8
购物,BouJeloud(巴黎春天店),1,准四星商户,无,淞沪路1号巴黎春天3层,7.5,7.1,7.1
购物,PLORY(扬族百货店),12,准四星商户,无,淞沪路8号扬族百货4层,7.2,7.2,7.2
购物,uin(合生汇店),无,准四星商户,无,翔殷路1099号合生汇2F,7.0,6.9,6.8
购物,屈臣氏(苏宁电器广场店),22,三星商户,75,邯郸路585号苏宁电器广场内,7.5,7.1,7.1
购物,BESIONIA(合生汇店),无,准四星商户,无,翔殷路1099号合生汇1层,7.0,6.9,6.8
购物,ET BOITE,3,准四星商户,无,五角场巴黎春天3楼,7.0,6.9,6.8
购物,linc,无,准四星商户,无,翔殷路1111号,7.5,7.1,7.1
购物,专业配置戴尔高端游戏台式电脑,无,准四星商户,无,五角场淞沪路98号,7.0,6.9,6.8
购物,富泽商店,无,准四星商户,无,翔殷路1099号B2楼blt超市内,7.0,6.9,6.8
购物,sofeya,无,准四星商户,无,翔殷路1099号合生汇2楼,7.5,7.1,7.1
购物,GeN(大西洋百货店),9,准四星商户,无,翔殷路1128号大西洋百货2层,7.0,6.9,6.8
购物,DPHONE(百联又一城店),1,准四星商户,无,淞沪路8号百联又一城B1层B1-20,7.0,6.9,6.8
购物,SapinIere(巴黎春天店),无,三星商户,无,淞沪路1号巴黎春天1层,7.5,7.1,7.1
购物,j!ns(合生汇店),无,准四星商户,无,翔殷路1099号合生汇B1层,7.0,6.9,6.8
购物,ESCADASPORT(合生汇店),无,准四星商户,无,翔殷路1099号合生汇1层,7.5,7.1,7.1
购物,PANDORN,1,准四星商户,无,政通路189号特力时尚汇B1层C-11-2,7.5,7.1,7.1
购物,祺（合生汇店）(合生汇店),无,准四星商户,无,翔殷路1099号合生汇B1,7.0,6.9,6.8
购物,狸小意,无,准四星商户,无,翔殷路1099号合生汇B2,7.5,7.1,7.1
购物,澳人坊(万达店),12,准四星商户,37,淞沪路77号万达广场1层,7.5,7.1,7.1
购物,toutàcoup(合生国际店),无,准四星商户,无,黄兴路2228号上海合生国际广场地下一层B1-06-07-08号房屋,7.0,6.9,6.8
购物,MESUX(巴黎春天店),3,准四星商户,无,淞沪路1号巴黎春天3层,7.5,7.1,7.1
购物,诗托斐尔(大西洋百货店),3,准四星商户,无,翔殷路1128号大西洋百货3层,7.5,7.1,7.1
购物,进口食品,4,准四星商户,无,淞沪路8号百联又一城购物中心B1层18-21号,7.5,7.1,7.1
购物,奥卡索(东方商厦店),6,准四星商户,333,四平路2500号东方商厦B1层,7.1,7.1,7.1
购物,sweet,无,准四星商户,无,淞沪路98-18号,7.1,7.1,7.1
购物,Salute,无,准四星商户,无,翔殷路1099号合生汇F3,7.1,7.1,7.1
购物,TISSOT(巴黎春天店),17,三星商户,4671,淞沪路1号巴黎春天1层,7.1,7.1,7.1
购物,lavender,无,准四星商户,无,翔殷路1099号B1F,7.1,7.1,7.1
购物,KAILAS(扬族百货店),1,准四星商户,无,淞沪路8号扬族百货5层,7.1,7.1,7.1
购物,PRECIS,1,准四星商户,无,万达广场,7.1,7.1,7.1
购物,Kolumb(又一城店),2,准四星商户,无,淞沪路8号百联又一城5楼运动休闲区,7.1,7.1,7.1
购物,KH Design,1,准四星商户,无,淞沪路百联又一城5楼,7.1,7.1,7.1
购物,dr·hong(合生汇店),无,准四星商户,无,翔殷路1099号合生汇3F,7.1,7.1,7.1
购物,真美诗(合生汇店),无,准四星商户,无,翔殷路1099号合生汇F2,7.1,7.1,7.1
购物,赫莲娜(百联又一城店),6,准四星商户,无,淞沪路8号百联又一城2层2F-5,7.1,6.9,7.0
购物,乾唐轩(东方商厦店),1,准四星商户,无,四平路2500号东方商厦1层,7.1,7.1,7.1
购物,VDP(合生汇店),无,准四星商户,无,翔殷路1099号合生汇1层,7.1,6.9,7.0
购物,DIDIBOY,3,准四星商户,无,淞沪路8号百联又一城购物中心4楼15室,7.1,7.1,7.1
购物,靓脚丫鞋类批发城,2,准四星商户,无,中环路喜士多旁,7.1,6.9,7.0
购物,1·2·3服装店,无,准四星商户,无,翔殷路1153号附近,7.1,7.1,7.1
购物,雅朵(大西洋百货店),3,准四星商户,无,翔殷路1128号大西洋百货3层,7.1,6.9,7.0
购物,ClothScenery(巴黎春天店),4,三星商户,无,淞沪路1号巴黎春天3层,7.1,6.9,7.0
购物,D.yoo lady,3,准四星商户,无,邯郸路600号万达商业广场B1楼,7.1,6.9,7.0
购物,LoveMagic(大西洋百货店),2,准四星商户,无,翔殷路1128号大西洋百货2层,7.1,6.9,7.0
购物,CANTORP(扬族百货店),2,准四星商户,无,淞沪路8号扬族百货5层,7.1,6.9,7.0
购物,as女鞋店(巴黎春天店),11,准四星商户,921,淞沪路1号巴黎春天1层,7.1,6.9,7.0
购物,obdear,1,准四星商户,无,五角场合生汇广场B1,7.1,6.9,7.0
购物,KAKO(百联又一城店),4,准四星商户,无,淞沪路8号百联又一城3层3F-14,7.1,6.9,7.0
购物,思乐得生活馆(合生汇店),1,准四星商户,无,翔殷路1099号合生汇B2层28B,7.1,6.9,7.0
购物,sefon臣枫(巴黎春天店),1,准四星商户,无,淞沪路1号巴黎春天2层,7.1,6.9,7.0
购物,诗篇(百联又一城店),1,准四星商户,无,淞沪路8号百联又一城3层3F-17,7.1,6.9,7.0
